77,1
37,2
62,3
52,4
79,5
18,6
63,7
3,8
99,9
70,10
11,11
80,12
61,13
71,14
89,15
44,16
100,17
24,18
4,19
90,20
39,21
93,22
98,23
83,24
91,25
64,26
29,27
23,28
59,29
51,30
25,31
19,32
1,33
21,34
56,35
69,36
73,37
82,38
10,39
36,40
8,41
86,42
78,43
72,44
65,45
88,46
66,47
20,48
57,49
6,50
53,51
92,52
47,53
68,54
12,55
87,56
96,57
76,58
2,59
15,60
14,61
74,62
40,63
27,64
17,65
34,66
50,67
75,68
97,69
38,70
45,71
67,72
43,73
85,74
5,75
60,76
16,77
31,78
26,79
54,80
9,81
58,82
33,83
22,84
48,85
28,86
7,87
42,88
32,89
55,90
46,91
30,92
95,93
13,94
81,95
94,96
41,97
84,98
49,99
35,100
